focusing parameter	cooperativity
0.1494	31.4449041740951
0.15	31.6872848924088
0.1506	31.9305091441787
0.1512	32.1745759330823
0.1518	32.419396567495
0.1524	32.665057084079
0.153	32.9115564879352
0.1536	33.1588050944374
0.1542	33.4068009159222
0.1548	33.6556313180749
0.1554	33.9052953081313
0.156	34.1557018802705
0.1566	34.4069393948397
0.1572	34.6589161864289
0.1578	34.9117212778213
0.1584	35.1653536787434
0.159	35.4197207354094
0.1596	35.6749124627737
0.1602	35.9308355491218
0.1608	36.1874880181767
0.1614	36.4450538570269
0.162	36.7032531355104
0.1626	36.962363810003
0.1632	37.2221039786917
0.1638	37.4827535717385
0.1644	37.7441233414717
0.165	38.0062113187312
0.1656	38.2691108152314
0.1662	38.5327252402892
0.1668	38.7971485628361
0.1674	39.0622835385302
0.168	39.3282247928084
0.1686	39.5949713442924
0.1692	39.8623277264803
0.1698	40.1305837067951
0.1704	40.3994455979955
0.171	40.6692051284809
0.1716	40.939566654305
0.1722	41.2108238627078
0.1728	41.4826791551709
0.1734	41.755328650789
0.174	42.0287713731659
0.1746	42.3029061709513
0.1752	42.5778315936703
0.1758	42.8534458412963
0.1764	43.1297469653062
0.177	43.4068344924501
0.1776	43.6846056514069
0.1782	43.9631606192642
0.1788	44.2423959779201
0.1794	44.5223097845441
0.18	44.8030031906058
0.1806	45.0844752257559
0.1812	45.3666211805881
0.1818	45.6494391165439
0.1824	45.9329270964837
0.183	46.2172925993597
0.1836	46.5022205354965
0.1842	46.7879187080062
0.1848	47.0742804766287
0.1854	47.3614099054144
0.186	47.6491997118325
0.1866	47.937647966572
0.1872	48.2268597013003
0.1878	48.5167266717972
0.1884	48.8073545536593
0.189	49.0986344622918
0.1896	49.3905644740733
0.1902	49.6832512293729
0.1908	49.9765848847478
0.1914	50.2705635201315
0.192	50.5652947388824
0.1926	50.8606677404891
0.1932	51.156790769153
0.1938	51.4535523870704
0.1944	51.750950679854
0.195	52.0489837345413
0.1956	52.3477610752391
0.1962	52.6471699925093
0.1968	52.9473206489247
0.1974	53.2480997001207
0.198	53.549505238795
0.1986	53.8516483840899
0.1992	54.1544148409545
0.1998	54.457802705623
0.2004	54.761810075736
0.201	55.0665493431906
0.2016	55.3719049483864
0.2022	55.6779899181065
0.2028	55.9846880613509
0.2034	56.2919974813692
0.204	56.5999162828048
0.2046	56.908558760402
0.2052	57.2178074632984
0.2058	57.527660499602
0.2064	57.8382331127047
0.207	58.1494069087961
0.2076	58.4611799994024
0.2082	58.773550497417
0.2088	59.0866349083814
0.2094	59.3998387643725
0.21	59.7148226788609
0.2106	60.0294461965393
0.2112	60.3448963695786
0.2118	60.6611731969617
0.2124	60.9782766775578
0.213	61.2950009692396
0.2136	61.6137546210056
0.2142	61.9321228301216
0.2148	62.2513114356738
0.2154	62.5713204356922
0.216	62.8921498279817
0.2166	63.2125750526287
0.2172	63.5338144373846
0.2178	63.8570987518492
0.2184	64.179969555024
0.219	64.5024175204898
0.2196	64.826913512097
0.2202	65.1522236451238
0.2208	65.4771016159528
0.2214	65.8027875143874
0.222	66.1292813343321
0.2226	66.4565830690698
0.2232	66.7834340416352
0.2238	67.1123484873332
0.2244	67.4408059742432
0.225	67.7700651621255
0.2256	68.1001260402169
0.2262	68.4297145079587
0.2268	68.7613756461115
0.2274	69.0925581910539
0.228	69.4245362160843
0.2286	69.7573097043181
0.2292	70.0908786373189
0.2298	70.4252429949772
0.2304	70.759107162895
0.231	71.0950592302115
0.2316	71.4305049259154
0.2322	71.7654350415367
0.2328	72.1024560317515
0.2334	72.4402661506065
0.234	72.7775514209196
0.2346	73.115619636298
0.2352	73.4544707543089
0.2358	73.7941047290007
0.2364	74.1345215106653
0.237	74.474391875559
0.2376	74.815038851209
0.2382	75.1564623749626
0.2388	75.4986623792199
0.2394	75.8416387910946
0.24	76.1853915320553
0.2406	76.5285731419901
0.2412	76.872524844958
0.2418	77.2172465431636
0.2424	77.5627381315021
0.243	77.9076400362849
0.2436	78.2546680337427
0.2442	78.6011000599893
0.2448	78.948295436587
0.2454	79.2962540143532
0.246	79.6449756335469
0.2466	79.9930825887592
0.2472	80.3419462192138
0.2478	80.6929498646484
0.2484	81.0433292466463
0.249	81.3930751419212
0.2496	81.7449633834441
0.2502	82.0962116589906
0.2508	82.4482092339859
0.2514	82.8009558209017
0.252	83.1544511136105
0.2526	83.5086947863624
0.2532	83.8622760411478
0.2538	84.2180124250904
0.2544	84.5730796681433
0.255	84.9288878066846
0.2556	85.2840140456754
0.2562	85.6412996510376
0.2568	85.9978964550464
0.2574	86.3552262872759
0.258	86.7132885918381
0.2586	87.0720827802172
0.2592	87.4316082296618
0.2598	87.7904211848866
0.2604	88.1499581329332
0.261	88.5102183385495
0.2616	88.8712010251764
0.2622	89.2329053730077
0.2628	89.5938726807972
0.2634	89.9555539848923
0.264	90.3179483240865
0.2646	90.6810546854743
0.2652	91.0448720021273
0.2658	91.4079266402637
0.2664	91.7731595022008
0.267	92.137621399547
0.2676	92.5027835360448
0.2682	92.8671603319292
0.2688	93.2337158338024
0.2694	93.5994772032291
0.27	93.9674200073812
0.2706	94.3345595872338
0.2712	94.7008854635858
0.2718	95.0693904323909
0.2724	95.4370721356413
0.273	95.8054273302548
0.2736	96.1744539083432
0.2742	96.5441496632241
0.2748	96.9145122856636
0.2754	97.2840203237348
0.276	97.6557064314137
0.2766	98.0265270164897
0.2772	98.397998358587
0.2778	98.7685870239217
0.2784	99.141348237308
0.279	99.5132148881562
0.2796	99.8857142593911
0.2802	100.258842938806
0.2808	100.632597368627
0.2814	101.005426107829
0.282	101.378867318702
0.2826	101.754470406694
0.2832	102.129127177511
0.2838	102.502824738838
0.2844	102.878673943509
0.285	103.253549018248
0.2856	103.629004177772
0.2862	104.005034328608
0.2868	104.381634177831
0.2874	104.758798227008
0.288	105.134941872882
0.2886	105.511632455422
0.2892	105.888863828151
0.2898	106.26662961405
0.2904	106.644923198954
0.291	107.022144831163
0.2916	107.399874715825
0.2922	107.778105493866
0.2928	108.156829541907
0.2934	108.536038965111
0.294	108.914118813763
0.2946	109.292661874864
0.2952	109.671659404233
0.2958	110.05110235709
0.2964	110.430981380417
0.297	110.8096662774
0.2976	111.190385368061
0.2982	111.569884548473
0.2988	111.949773693384
0.2994	112.328410372913
0.3	112.709043374628
0.3006	113.088395424431
0.3012	113.468085873402
0.3018	113.848102263328
0.3024	114.228431747823
0.303	114.607413496449
0.3036	114.988326359124
0.3042	115.367858444549
0.3048	115.747642871405
0.3054	116.126006525983
0.306	116.506247855907
0.3066	116.885032026348
0.3072	117.264001026886
0.3078	117.643138167758
0.3084	118.02242628556
0.309	118.401847734396
0.3096	118.779707875607
0.3102	119.157659414184
0.3108	119.53568322596
0.3114	119.913759669869
0.312	120.290181840609
0.3126	120.668299971633
0.3132	121.04471682766
0.3138	121.42109737708
0.3144	121.797419290333
0.315	122.17196036489
0.3156	122.548093251024
0.3162	122.922392825446
0.3168	123.296533771631
0.3174	123.670490867902
0.318	124.042526709678
0.3186	124.416035578199
0.3192	124.787564866283
0.3198	125.158798481894
0.3204	125.529708120371
0.321	125.898541321615
0.3216	126.268713153151
0.3222	126.636744020096
0.3228	127.00432654464
0.3234	127.371429167353
0.324	127.736284581051
0.3246	128.102327734525
0.3252	128.466052648402
0.3258	128.82916013202
0.3264	129.191615225518
0.327	129.553382264745
0.3276	129.91267648826
0.3282	130.271204883445
0.3288	130.628929697943
0.3294	130.985812459675
0.33	131.341813973449
0.3306	131.69513536319
0.3312	132.049251827915
0.3318	132.400602067678
0.3324	132.749137942352
0.333	133.09834475788
0.3336	133.446415962494
0.3342	133.791536372246
0.3348	134.13542809304
0.3354	134.478045470297
0.336	134.817565532526
0.3366	135.157492494054
0.3372	135.494223557305
0.3378	135.829486814827
0.3384	136.163233053336
0.339	136.495412343477
0.3396	136.824186841712
0.3402	137.153077925417
0.3408	137.478457527466
0.3414	137.802060188363
0.342	138.122038854403
0.3426	138.441925354112
0.3432	138.758076094269
0.3438	139.072229509663
0.3444	139.38432967908
0.345	139.694320040756
0.3456	140.000340895292
0.3462	140.305938092327
0.3468	140.607446921843
0.3474	140.906610984813
0.348	141.201563111092
0.3486	141.495857419615
0.3492	141.785816819068
0.3498	142.073187981916
0.3504	142.357909382814
0.351	142.639919002875
0.3516	142.919154348156
0.3522	143.193737172737
0.3528	143.465417529859
0.3534	143.734131739327
0.354	143.999815730301
0.3546	144.260586330179
0.3552	144.520015463421
0.3558	144.774399895923
0.3564	145.025493090508
0.357	145.273229508715
0.3576	145.51572133261
0.3582	145.756546117219
0.3588	145.991993181551
0.3594	146.223818366649
0.36	146.450131523089
0.3606	146.674513558781
0.3612	146.893250117253
0.3618	147.109923307577
0.3624	147.320817643583
0.363	147.52586628495
0.3636	147.728652784401
0.3642	147.925461153401
0.3648	148.118050475224
0.3654	148.306355070934
0.366	148.49030947565
0.3666	148.669848475383
0.3672	148.843082891442
0.3678	149.011773015046
0.3684	149.175854777826
0.369	149.335264517116
0.3696	149.489939015188
0.3702	149.637993479501
0.3708	149.783010427558
0.3714	149.92128483165
0.372	150.052757859821
0.3726	150.181010150914
0.3732	150.302343046861
0.3738	150.420335407623
0.3744	150.531293518602
0.375	150.636978724075
0.3756	150.735520551482
0.3762	150.830493507105
0.3768	150.91821595737
0.3774	151.000449042384
0.378	151.077140621666
0.3786	151.146431846979
0.3792	151.211889785847
0.3798	151.269851703074
0.3804	151.32207792126
0.381	151.368522217087
0.3816	151.409139632085
0.3822	151.442088749702
0.3828	151.470924675942
0.3834	151.492012991758
0.384	151.507112138591
0.3846	151.514394510257
0.3852	151.517405377557
0.3858	151.512532721415
0.3864	151.501533182584
0.387	151.484375253134
0.3876	151.461029047519
0.3882	151.429690683106
0.3888	151.393887494008
0.3894	151.35004606915
0.39	151.299919163411
0.3906	151.243485647894
0.3912	151.178964167456
0.3918	151.108105084641
0.3924	151.032648994532
0.393	150.949067052724
0.3936	150.857356732407
0.3942	150.761011131029
0.3948	150.656525936935
0.3954	150.545645223561
0.396	150.428365143358
0.3966	150.304683807759
0.3972	150.174601298507
0.3978	150.036393697802
0.3984	149.89179839429
0.399	149.74082162723
0.3996	149.583471634745
0.4002	149.419758657211
0.4008	149.247988033386
0.4014	149.071591826991
0.402	148.88717661719
0.4026	148.69477307043
0.4032	148.497795172086
0.4038	148.294566523478
0.4044	148.083429637738
0.405	147.866101537095
0.4056	147.642610722591
0.4062	147.411319121387
0.4068	147.175600707157
0.4074	146.932157425868
0.408	146.682694142361
0.4086	146.427249077345
0.4092	146.165862302736
0.4098	145.896935538735
0.4104	145.62379777068
0.411	145.343219158721
0.4116	145.056887282683
0.4122	144.764851264291
0.4128	144.465546907586
0.4134	144.160652090143
0.414	143.851825633275
0.4146	143.535908966881
0.4152	143.212975400918
0.4158	142.886277102387
0.4164	142.552692164487
0.417	142.215454093537
0.4176	141.871465627228
0.4182	141.520808187932
0.4188	141.166686420454
0.4194	140.806040574165
0.42	140.442055289725
0.4206	140.071695968756
0.4212	139.696588888486
0.4218	139.315274304147
0.4224	138.930895425345
0.423	138.540468560162
0.4236	138.145601146596
0.4242	137.746369549648
0.4248	137.342851017137
0.4254	136.933627495632
0.426	136.521776229961
0.4266	136.104390727655
0.4272	135.683047530165
0.4278	135.256356145273
0.4284	134.827347525069
0.429	134.393167069916
0.4296	133.955369103258
0.4302	133.514036861259
0.4308	133.069253987689
0.4314	132.621104487675
0.432	132.168245282552
0.4326	131.712201166508
0.4332	131.25305701481
0.4338	130.790897878553
0.4344	130.325808940307
0.435	129.856480300416
0.4356	129.3857941099
0.4362	128.911051879835
0.4368	128.433734098367
0.4374	127.952556932094
0.438	127.470350177825
0.4386	126.984467232059
0.4392	126.496361925181
0.4398	126.006118773508
0.4404	125.513822007467
0.441	125.019555534708
0.4416	124.522080005984
0.4422	124.02281473228
0.4428	123.521842454412
0.4434	123.019245447908
0.444	122.515105490568
0.4446	122.008214141
0.4452	121.499955079475
0.4458	120.990408406307
0.4464	120.479653600327
0.447	119.967769491236
0.4476	119.453577815461
0.4482	118.939675507846
0.4488	118.423633106119
0.4494	117.906782990319
0.45	117.387970519661
0.4506	116.869736372827
0.4512	116.349701092372
0.4518	115.829167216422
0.4524	115.308206596042
0.453	114.786890205185
0.4536	114.265288123967
0.4542	113.742286004972
0.4548	113.21914877067
0.4554	112.695943692948
0.456	112.172737089839
0.4566	111.649594313569
0.4572	111.126579739498
0.4578	110.602612544647
0.4584	110.078912339524
0.459	109.555540464109
0.4596	109.032557243795
0.4602	108.508903706031
0.4608	107.986881121046
0.4614	107.464316589736
0.462	106.942384541462
0.4626	106.421140086943
0.4632	105.899551056699
0.4638	105.379849291169
0.4644	104.859920604886
0.465	104.340902093398
0.4656	103.822843566644
0.4662	103.304739114591
0.4668	102.788752039091
0.4674	102.272825872795
0.468	101.758060840977
0.4686	101.244501456903
0.4692	100.732191196489
0.4698	100.221172502713
0.4704	99.7104753921996
0.471	99.2011638285135
0.4716	98.6932771106856
0.4722	98.1868535261413
0.4728	97.6819303575489
0.4734	97.1775626826051
0.474	96.6757541695916
0.4746	96.1745826258514
0.4752	95.6750625170262
0.4758	95.1772261356631
0.4764	94.6801531508987
0.477	94.1857831103525
0.4776	93.6922479046848
0.4782	93.2005276395283
0.4788	92.7106498357515
0.4794	92.2217183014632
0.48	91.7356100502026
0.4806	91.2505099339675
0.4812	90.7673646268175
0.4818	90.2861971337349
0.4824	89.807029607655
0.483	89.3289942522751
0.4836	88.8538952809923
0.4842	88.3799795989519
0.4848	87.9081550870866
0.4854	87.4384397247364
0.486	86.9699888773411
0.4866	86.5045480062471
0.4872	86.0404144258853
0.4878	85.5784648093742
0.4884	85.1187132654303
0.489	84.6611731844432
0.4896	84.2058572510451
0.4902	83.7519525479634
0.4908	83.3003056006565
0.4914	82.8509269585234
0.492	82.4038265154039
0.4926	81.9590135221239
0.4932	81.5156971570573
0.4938	81.075489305302
0.4944	80.6368034200155
0.495	80.2004456528276
0.4956	79.7656425144656
0.4962	79.3339636789277
0.4968	78.9038597330281
0.4974	78.4768797304352
0.498	78.0514925757506
0.4986	77.6284714711264
0.4992	77.2070684218503
0.4998	76.7887920274
0.5004	76.3721471489015
0.501	75.9578858400833
0.5016	75.5460088937106
0.5022	75.1365166515146
0.5028	74.7294090153202
0.5034	74.3239669025541
0.504	73.9209168939225
0.5046	73.5202575456333
0.5052	73.121987017559
0.5058	72.7261030837167
0.5064	72.3326031426086
0.507	71.9407921413218
0.5076	71.5513674580766
0.5082	71.1643253357439
0.5088	70.7796616820523
0.5094	70.397372079216
0.51	70.0167809562857
0.5106	69.6392291073086
0.5112	69.2633736248022
0.5118	68.889879631721
0.5124	68.518086775884
0.513	68.1493015583136
0.5136	67.7822127279597
0.5142	67.4181100778972
0.5148	67.0556979372988
0.5154	66.6956152516617
0.516	66.3372239534346
0.5166	65.981781113908
0.5172	65.6280215641869
0.5178	65.2771864379592
0.5184	64.9280255720474
0.519	64.5811530448829
0.5196	64.2359523644519
0.5202	63.8936334563922
0.5208	63.5529755214789
0.5214	63.2145767318646
0.522	62.8784274786168
0.5226	62.5445180042471
0.5232	62.2128384090092
0.5238	61.8827964896301
0.5244	61.5549713111661
0.525	61.2299276323258
0.5256	60.9059295846027
0.5262	60.5846919514803
0.5268	60.2656289003627
0.5274	59.9481682689367
0.528	59.6334252445829
0.5286	59.320269452704
0.5292	59.0092510945007
0.5298	58.699810951933
0.5304	58.3930369614328
0.531	58.0878250094367
0.5316	57.7847115577093
0.5322	57.4836850235983
0.5328	57.1847337674298
0.5334	56.8878460967052
0.534	56.5930102701904
0.5346	56.2996921044068
0.5352	56.0084083537568
0.5358	55.7191470841908
0.5364	55.4318963288875
0.537	55.1466440918267
0.5376	54.8628711893771
0.5382	54.5810786972667
0.5388	54.3017557088305
0.5394	54.0238846944019
0.54	53.7474623010373
0.5406	53.4734700045533
0.5412	53.2013973422808
0.5418	52.9307453697107
0.5424	52.6619943298475
0.543	52.3951319828079
0.5436	52.1301460939982
0.5442	51.8665488530582
0.5448	51.6052819530438
0.5454	51.345384725763
0.546	51.0873205034739
0.5466	50.8310770525562
0.5472	50.5766421592021
0.5478	50.3240036314775
0.5484	50.0726924972405
0.549	49.8231586238001
0.5496	49.5758414533856
0.5502	49.3293739930496
0.5508	49.0850989794713
0.5514	48.8425527175485
0.552	48.6012816898972
0.5526	48.3621593237776
0.5532	48.1242931541101
0.5538	47.8881126686867
0.5544	47.6531742928408
0.555	47.4203317999103
0.5556	47.1887124512831
0.5562	46.9591604492836
0.5568	46.7308127352689
0.5574	46.5040843559366
0.558	46.2789635889435
0.5586	46.0550236623353
0.5592	45.8330854457397
0.5598	45.6123094284698
0.5604	45.3930991432779
0.561	45.1754430775348
0.5616	44.9593297739502
0.5622	44.7443462279021
0.5628	44.5312864920887
0.5634	44.3193382316299
0.564	44.1088917720418
0.5646	43.8999358947583
0.5652	43.6924594411574
0.5658	43.486451313114
0.5664	43.2815138700585
0.567	43.0780268988494
0.5676	42.875979438835
0.5682	42.6753605922696
0.5688	42.4761595247067
0.5694	42.2783654653659
0.57	42.0815933552047
0.5706	41.8865832444858
0.5712	41.6925778108185
0.5718	41.4999408490634
0.5724	41.308661867407
0.573	41.118365888655
0.5736	40.9297735715365
0.5742	40.7421474091429
0.5748	40.555841682429
0.5754	40.3708461880577
0.576	40.1871507896797
0.5766	40.0047454180124
0.5772	39.8232686485466
0.5778	39.6434152110404
0.5784	39.4644741875132
0.579	39.2867871594351
0.5796	39.1103443535584
0.5802	38.9347936155112
0.5808	38.760811959645
0.5814	38.5877066484119
0.582	38.4161478083603
0.5826	38.2454498082919
0.5832	38.0759421919294
0.5838	37.9072835161068
0.5844	37.7401303976627
0.585	37.5738110807174
0.5856	37.4089755934431
0.5862	37.2449589883645
0.5868	37.0820809807758
0.5874	36.9200103980326
0.588	36.7593843430335
0.5886	36.5998701558753
0.5892	36.4411416563012
0.5898	36.2835106938557
0.5904	36.1269685931675
0.591	35.9715067448699
0.5916	35.8168054315335
0.5922	35.6634800524392
0.5928	35.5109013559721
0.5934	35.3596787498243
0.594	35.2091891899714
0.5946	35.0594289193291
0.5952	34.910998486618
0.5958	34.7635846521594
0.5964	34.6168801262074
0.597	34.4711790347884
0.5976	34.326473414311
0.5982	34.1827553643571
0.5988	34.0400170473472
0.5994	33.8982506881997
0.6	33.7571578666179
0.6006	33.6173137311617
0.6012	33.4781306438264
0.6018	33.3398917539863
0.6024	33.2025895647231
0.603	33.0659327651777
0.6036	32.9304830663005
0.6042	32.7956667226208
0.6048	32.6617603242717
0.6054	32.5287566462864
0.606	32.3966485228763
0.6066	32.2654288470521
0.6072	32.1350905702426
0.6078	32.0053532751615
0.6084	31.8764859865512
0.609	31.7484818021222
0.6096	31.6213338767672
0.6102	31.4950354221718
0.6108	31.3695797064246
0.6114	31.2446940921051
0.612	31.1209050957027
0.6126	30.9976754270495
0.6132	30.8752645122711
0.6138	30.7536658707007
0.6144	30.6328730760054
0.615	30.5126209576807
0.6156	30.3934219581662
0.6162	30.2747533655755
0.6168	30.1568677410995
0.6174	30.0397589004494
0.618	29.9234207115754
0.6186	29.8075951733773
0.6192	29.6927812176254
0.6198	29.5784701292736
0.6204	29.4651564648936
0.621	29.3523360570958
0.6216	29.2402527466533
0.6222	29.1286554168594
0.6228	29.0180300265376
0.6234	28.9078813011564
0.624	28.7986909966403
0.6246	28.6899682069014
0.6252	28.5819505281889
0.6258	28.4746324302076
0.6264	28.3677704897061
0.627	28.261836176704
0.6276	28.1563492339579
0.6282	28.0515422376753
0.6288	27.9476437457148
0.6294	27.8441797345317
0.63	27.7411479748815
0.6306	27.6390080382822
0.6312	27.5372919926799
0.6318	27.4364555524691
0.6324	27.33603479327
0.633	27.2362546068377
0.6336	27.1371100105311
0.6342	27.0385960645772
0.6348	26.9404837006669
0.6354	26.8432173414318
0.636	26.7463447556864
0.6366	26.6500853241818
0.6372	26.5544342979049
0.6378	26.4593869687694
0.6384	26.3649386692639
0.639	26.2708670290142
0.6396	26.1776038411147
0.6402	26.0847099550424
0.6408	25.992398587805
0.6414	25.9006652523617
0.642	25.8095055003732
0.6426	25.7187024632262
0.6432	25.6286775470509
0.6438	25.5390023508366
0.6444	25.4500949109321
0.645	25.3615303236134
0.6456	25.2735150912042
0.6462	25.1858376385005
0.6468	25.0989093724007
0.6474	25.0123122365558
0.648	24.926454392455
0.6486	24.8409211506131
0.6492	24.7559141898023
0.6498	24.6714295044682
0.6504	24.5874631235769
0.651	24.5038102277067
0.6516	24.4208694673578
0.6522	24.3382359870492
0.6528	24.2561068184805
0.6534	24.1744781439134
0.654	24.0933461784745
0.6546	24.0127071698599
0.6552	23.9325573980426
0.6558	23.8526984666262
0.6564	23.7733229285347
0.657	23.6946203560877
0.6576	23.6161999773225
0.6582	23.5382521729358
0.6588	23.460582396018
0.6594	23.3835698602181
0.66	23.3068297978014
0.6606	23.2307385702855
0.6612	23.1549143637793
0.6618	23.0795433176144
0.6624	23.0046220511219
0.663	22.9301472125855
0.6636	22.8559301800316
0.6642	22.7823389499112
0.6648	22.7090003432839
0.6654	22.6360964078893
0.666	22.5636239203092
0.6666	22.4915796846604
0.6672	22.4199605323432
0.6678	22.348582791737
0.6684	22.2778050728992
0.669	22.2072638848489
0.6696	22.1371366836652
0.6702	22.0674204215544
0.6708	21.9981120766649
